"","x"
"(Intercept)",8.02138011774907
"airTemp",0.123335982974521
"log.age",-0.106241691867932
"mean.depth",-0.00839692005056386
"log.DIP",0.366762637088114
"log.precip",-1.03557201531994
"BorealV",2.0783194488835
"HydroV",-0.519332648206993
"TropicalV",0.513336388420459
"surface.area",-0.000228939393990229
